x,y
0.0,-11.111637806806735
0.20202020202020202,15.838004055776429
0.40404040404040403,-10.465901895946956
0.6060606060606061,-15.648737758296264
0.8080808080808081,3.8947889312737445
1.0101010101010102,9.52821459790347
1.2121212121212122,12.464256905150204
1.4141414141414141,-12.176939797739912
1.6161616161616161,7.133034976801793
1.8181818181818181,4.850906932847292
2.0202020202020203,15.873856623618464
2.2222222222222223,12.635015436261178
2.4242424242424243,30.0321772161824
2.6262626262626263,23.487357586704825
2.8282828282828283,5.574876579429251
3.0303030303030303,22.496055998119118
3.2323232323232323,22.464757164748427
3.4343434343434343,30.43361801714109
3.6363636363636362,23.169506390751916
3.8383838383838382,28.845842463718903
4.040404040404041,6.589078835807214
4.242424242424242,25.646424177446374
4.444444444444445,24.106492406985538
4.646464646464646,33.21170034583396
4.848484848484849,28.013770669807336
5.05050505050505,39.882003377537
5.252525252525253,43.99460481303505
5.454545454545454,27.599799912592605
5.656565656565657,18.467420527127572
5.858585858585858,35.63680431654701
6.0606060606060606,39.37357888373653
6.262626262626262,45.56636629322027
6.4646464646464645,25.927819472483968
6.666666666666667,19.820547601605394
6.8686868686868685,34.95827893646496
7.070707070707071,49.93667847190135
7.2727272727272725,23.57613964728774
7.474747474747475,64.28347125486599
7.6767676767676765,59.14437865902153
7.878787878787879,27.883855487062277
8.080808080808081,32.13849759489155
8.282828282828282,69.79406400705871
8.484848484848484,52.9566372024605
8.686868686868687,39.89015819582448
8.88888888888889,53.07866429782089
9.09090909090909,43.641686319892266
9.292929292929292,51.30633648856487
9.494949494949495,37.106710982574526
9.696969696969697,67.15915437521458
9.8989898989899,44.909023788694405
10.1010101010101,48.38004596533037
10.303030303030303,62.712038774765574
10.505050505050505,68.33758969733853
10.707070707070708,44.78859033946771
10.909090909090908,67.19407259508553
11.11111111111111,58.38343918273046
11.313131313131313,62.42254052844008
11.515151515151516,53.84278963008501
11.717171717171716,60.75108525240481
11.919191919191919,84.37655887654952
12.121212121212121,73.78728353150133
12.323232323232324,56.56056823473998
12.525252525252524,71.81389744512181
12.727272727272727,66.15895356912856
12.929292929292929,85.75784228861076
13.131313131313131,85.13052961231108
13.333333333333334,51.37405620402642
13.535353535353535,66.92242211333021
13.737373737373737,84.58402439906733
13.93939393939394,68.71356055170853
14.141414141414142,74.71490451189987
14.343434343434343,93.25780779502634
14.545454545454545,96.29967191310807
14.747474747474747,95.24174224718008
14.94949494949495,73.6007522870415
15.15151515151515,77.11523570882379
15.353535353535353,100.69036167159095
15.555555555555555,91.49231275754074
15.757575757575758,72.19949963088465
15.959595959595958,102.29357932214477
16.161616161616163,69.62443493689545
16.363636363636363,89.63381854351324
16.565656565656564,87.34176693864924
16.767676767676768,98.71865056687173
16.96969696969697,97.86071490158822
17.171717171717173,87.04312631602428
17.373737373737374,101.21247861531273
17.575757575757574,95.3639392769876
17.77777777777778,100.74397862072679
17.97979797979798,120.4464007875714
18.18181818181818,102.50084044604117
18.383838383838384,112.14396612880974
18.585858585858585,112.71141626134632
18.78787878787879,96.82581538289031
18.98989898989899,103.60732113889216
19.19191919191919,108.71797918685921
19.393939393939394,96.17315519705471
19.595959595959595,102.56431655517828
19.7979797979798,93.64372188143525
20.0,116.43081742226258
